,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/leo/Dokumente/caravel_workspace/caravel_wfg/openlane/wfg,wfg_top,wfg,flow completed,0h14m5s0ms,0h8m22s0ms,55675.15151515153,0.4125,27837.575757575763,28.17,2453.64,11483,0,0,0,0,0,0,0,9,0,0,-1,547036,96624,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,458167539.0,0.0,51.68,36.45,13.19,6.85,-1,10471,15453,719,5587,0,0,0,10780,853,28,421,671,1072,1581,976,599,877,1210,34,388,5586,0,5974,50.0,20.0,20,AREA 0,5,50,1,153.6,153.18,0.3,0.3,sky130_fd_sc_hd,4,4
