,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/home/leo/Dokumente/caravel_workspace/caravel_wfg/openlane/user_proj_wfg,wfg_top,user_proj_wfg,flow completed,0h8m18s0ms,0h5m46s0ms,52904.761904761916,0.21,26452.380952380958,28.34,1185.06,5555,0,0,0,0,0,0,0,3,0,0,-1,245729,45380,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,0.0,0.0,205755644.0,0.0,49.97,28.34,13.14,1.59,-1,5148,6940,206,1926,0,0,0,5425,281,23,221,309,612,1024,313,379,440,647,27,240,2745,0,2985,100.0,10.0,10,AREA 0,5,50,1,153.6,153.18,0.3,0.3,sky130_fd_sc_hd,4,4
